"id" "csd_mean_e" "csd_mean_a" "csd_mean_pa" "csd_mean_na"
"P07A07R" 0.0323204531718965 0.0496968422346314 0.103573103202521 0.150678188667297
"P07L04D" -0.0463023682869033 0.00187124292493742 -0.0532647310035771 0.0109992923903402
"P08A03L" -0.030217683619056 -0.111587107385937 -0.0223049656819091 0.167412466988001
"P10E10N" -0.0135694841337493 0.163864711004577 0.136927291082324 0.159564043273594
"R09V12L" 0.134368537889766 0.215656236191808 0.0890625253671009 0.0970045164008591
"S01N02T" -0.0554816836295921 0.0336141888593631 -0.00874174561448798 -0.142235408634723
"S02E03R" -0.0502493010548557 -0.107516250471439 0.00946715175362901 -0.0162511411205759
"S02N10G" -0.0430406201312932 -0.134221509839195 -0.308013110132012 -0.0029173945815004
"S02S03Z" 0.124574422424494 0.314184655221758 0.11245841568363 0.0805431748778812
"S03A07E" -0.0212854061859755 -0.0423819384653238 -0.230145704557612 -0.241843266048835
"S04E02R" 0.0161083266719147 0.0734172951540976 0.321344542421268 0.205913945775992
"S04N09L" -0.0459691888035383 -0.13950250849615 -0.0875963943702282 -0.0932597937125047
"S05A10T" -0.106081231534377 -0.196433010700476 -0.190042589584689 -0.213831783336001
"S05A12T" 0.10013729985588 -0.0414532641161042 0.212309191881222 0.059181862596757
"S05E07T" -0.0133994983925369 -0.0602832651176993 -0.115639685551419 -0.120813683422788
"S07A11R" 0.0768331919053045 0.101958560699825 0.480987679009496 0.0218315952625734
"S07X05H" 0.0392420799785987 0.0922686120855445 0.241648571284681 0.17939130283702
"S08A06R" 0.202898537813977 0.209717862926307 0.24568828873627 0.30666350248381
"S09A03N" 0.0147718066696456 0.19940240071279 0.143454876087334 0.295587527111923
"S09A10A" 0.0679298606442286 -0.0308905352765242 -0.255004711643333 -0.0318121152355981
"S09N09R" -0.0279685361394055 -0.0463958407810168 0.0377718962511634 -0.173393914462629
"S10A01H" 0.0750095016249047 0.0284753038570815 0.0468512829466771 -0.0727647171574133
"S10M01Y" -0.0185117453743768 0.102509044457227 -0.0879362409205309 -0.15308865376
"U04O11R" -0.101877416134262 -0.074534011500791 -0.0298940164172647 0.0732210676770622
"U11A05B" -0.147607318755116 -0.15822085361669 -0.192786941069702 -0.352768362492671
"Z05N06I" -0.132651687752614 -0.0712506851868695 -0.207888990807023 -0.301158617037591
